,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
18,2017-00063231,8/16/2017,{NO TIME},7500 block of Regents Dr,10/1/2017,18:26,Harassment/Stalking (Title IX Related),CBE
20,2017-00063233,9/30/2017,21:00,8200 block of Baltimore Ave,10/1/2017,18:40,Assist Other Agency,CBE
22,2017-00063418,10/2/2017,11:50,Chincoteague Hall at 7401 Preinkert Dr,10/2/2017,11:50,Trespassing,Arrest
24,2017-00063441,10/2/2017,12:56,3900 block of Campus Dr,10/2/2017,12:56,Trespassing,Arrest
26,2017-00063477,10/2/2017,14:00,3900 block of Campus Dr,10/2/2017,15:56,Title IX Incident Non Criminal,CBE
28,2017-00063480,10/2/2017,16:21,Health Center at 3983 Campus Dr,10/2/2017,16:21,Emergency Petition,CBE
30,2017-00063484,10/2/2017,7:45,Anne Arundel Hall at 3915 Campus Dr,10/2/2017,16:38,Other Incident,Active/Pending
32,2017-00063518,9/30/2017,3:00,Mckeldin Mall,10/2/2017,20:32,Assault,Active/Pending
34,2017-00063524,9/28/2017,20:00,Lot 3,10/2/2017,21:27,Theft,Active/Pending
36,2017-00063563,10/2/2017,23:25,Artemesia Building at 8400 Baltimore Ave,10/2/2017,23:32,Accident - Departmental,CBE
38,2017-00063574,9/30/2017,16:00,Van Munching Hall at 7699 Mowatt Ln,10/3/2017,0:07,Theft,Suspended
40,2017-00063591,10/3/2017,0:46,3800 block of Stadium Dr,10/3/2017,0:46,Theft,Juvenile Arrest
42,2017-00063700,9/28/2017,12:00,Ellicott Area Dining Hall at 4028 Stadium Dr,10/3/2017,10:42,Theft,Active/Pending
44,2017-00063720,9/30/2017,8:00,7900 block of Regents Dr,10/3/2017,11:35,Burglary,Suspended
46,2017-00063948,10/4/2017,2:45,8500 block of Boteler Ln,10/4/2017,2:55,Trespassing,CBE
48,2017-00063966,10/4/2017,7:30,Chincoteague Hall at 7401 Preinkert Dr,10/4/2017,7:26,Emergency Petition,CBE
50,2017-00063975,10/3/2017,16:00,4200 block of Campus Dr,10/4/2017,8:58,Other Incident,CBE
52,2017-00063989,10/4/2017,10:30,Lot 1b,10/4/2017,10:37,Injured/Sick Person,CBE
54,2017-00064029,10/2/2017,9:30,6800 block of Preinkert Dr,10/4/2017,14:39,Theft,Active/Pending
56,2017-00064097,10/4/2017,20:42,Baltimore Ave,10/4/2017,20:42,DWI/DUI,Arrest
58,2017-00064268,10/5/2017,8:03,"CARF, Central Animal Resources Facility at 8180 Engineering Dr",10/5/2017,8:03,Hazardous Condition,CBE
60,2017-00064340,10/5/2017,12:30,9 Fraternity Row,10/5/2017,15:26,Theft from Auto,Suspended
62,2017-00064350,10/5/2017,16:36,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",10/5/2017,16:36,CDS Violation,Arrest
64,2017-00064535,10/6/2017,9:54,7200 block of Baltimore Ave,10/6/2017,9:54,Recovered Stolen Motor Vehicle,CBE
66,2017-00064539,9/22/2017,19:04,"Kirwan Hall, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",10/6/2017,10:36,Theft,Suspended
68,2017-00064562,10/6/2017,13:00,"A.V. Williams Building, AV Williams at 8223 Paint Branch Dr",10/6/2017,13:00,Injured/Sick Person,CBE
70,2017-00064600,10/6/2017,16:36,"Eppley Recreation Center, ERC at 4128 Valley Dr",10/6/2017,16:36,Injured/Sick Person,CBE
72,2017-00064601,10/3/2017,{NO TIME},"Patuxent Building, Telecommunications at 4161 Fieldhouse Dr",10/6/2017,16:28,Fraud,Active/Pending
74,2017-00064602,10/6/2017,16:45,4500 block of College Ave,10/6/2017,16:50,Injured/Sick Person,CBE
76,2017-00064640,10/6/2017,22:56,3900 block of Campus Dr,10/6/2017,22:56,Assault,Arrest
78,2017-00064645,10/6/2017,23:14,Princeton Ave,10/6/2017,23:14,Fraud,Arrest
80,2017-00064648,10/6/2017,22:00,7300 block of Baltimore Ave,10/6/2017,23:21,Injured/Sick Person,CBE
82,2017-00064653,10/6/2017,23:38,Engineering Fields,10/6/2017,23:38,Injured/Sick Person,CBE
84,2017-00064655,10/6/2017,23:48,7300 block of Baltimore Ave,10/6/2017,23:48,Injured/Sick Person,CBE
86,2017-00064656,10/6/2017,23:30,St. Mary's Hall at 3949 Campus Dr,10/6/2017,23:48,Injured/Sick Person,CBE
88,2017-00064659,10/7/2017,0:13,Skinner Building at 4300 Chapel Ln,10/7/2017,0:13,CDS Violation,Arrest
90,2017-00064675,10/7/2017,1:27,8400 block of Boteler Ln,10/7/2017,1:27,Injured/Sick Person,CBE
92,2017-00064764,10/7/2017,14:32,"PG3, SDG, Stadium Drive Parking Garage at 4025 Stadium Dr",10/7/2017,14:32,CDS Violation,Active/Pending
94,2017-00064776,10/7/2017,17:43,Ellicott Area Dining Hall at 4028 Stadium Dr,10/7/2017,17:43,Vandalism,Active/Pending
96,2017-00064821,10/1/2014,0:05,7200 block of Rhode Lsland Ave,10/7/2017,23:20,Assist Other Agency,CBE
98,2017-00064840,10/7/2017,11:58,College Ave,10/8/2017,0:17,Assist Other Agency,CBE
100,2017-00064855,10/8/2017,1:07,7300 block of Dickinson Ave,10/8/2017,1:07,Injured/Sick Person,CBE
102,2017-00064863,10/8/2017,1:53,3900 block of Denton Service Ln,10/8/2017,1:53,Injured/Sick Person,CBE
104,2017-00064878,10/8/2017,3:15,4400 block of Knox Rd,10/8/2017,3:19,Assist Other Agency,CBE
106,2017-00064885,10/8/2017,4:00,4700 block of College Ave,10/8/2017,4:47,Assist Other Agency,CBE
108,2017-00064947,10/7/2017,23:00,7300 block of Hopkins Ave,10/8/2017,12:09,Assist Other Agency,CBE
110,2017-00064977,10/8/2017,15:24,Regents Dr,10/8/2017,15:24,Trespassing,Arrest
112,2017-00064978,10/8/2017,15:00,"MFRI, MFRI Office/Classroom Building at 4500 Campus Dr",10/8/2017,15:19,Damage to State Property,CBE
114,2017-00064984,10/8/2017,17:19,4700 block of Tecumseh St,10/8/2017,17:19,Assist Other Agency,CBE
116,2017-00064992,10/8/2017,18:42,8300 block of Baltimore Ave,10/8/2017,18:42,Assist Other Agency,CBE
118,2017-00065021,10/8/2017,22:30,Knox Rd,10/8/2017,22:38,Injured/Sick Person,CBE
120,2017-00065044,10/9/2017,1:02,7500 block of Baltimore Ave,10/9/2017,1:02,CDS Violation,Arrest
122,2017-00065061,10/9/2017,3:00,4000 block of Stadium Dr,10/9/2017,3:52,Injured/Sick Person,CBE
124,2017-00065107,10/9/2017,11:39,4400 block of Lehigh Rd,10/9/2017,11:39,Injured/Sick Person,CBE
126,2017-00065129,10/9/2017,12:45,Ellicott Area Dining Hall at 4028 Stadium Dr,10/9/2017,15:47,Vandalism,Active/Pending
128,2017-00065132,10/6/2017,15:30,Microbiology Building at 4062 Campus Dr,10/9/2017,16:13,Theft,Active/Pending
130,2017-00065165,10/8/2017,2:00,4200 block of Lehigh Rd,10/9/2017,22:31,Damage to State Property,Active/Pending
132,2017-00065195,10/9/2017,11:30,Ellicott Area Dining Hall at 4028 Stadium Dr,10/10/2017,0:48,Theft,Active/Pending
134,2017-00065241,10/10/2017,7:40,4200 block of Valley Dr,10/10/2017,7:53,Injured/Sick Person,CBE
136,2017-00065242,10/6/2017,15:30,4100 block of Valley Dr,10/10/2017,8:13,Vandalism,Active/Pending
138,2017-00065258,10/10/2017,11:08,"Edward St. John Learning and Teching Center, ESJ at 4131 Campus Dr",10/10/2017,11:08,Title IX Incident Non Criminal,CBE
140,2017-00065282,10/10/2017,13:16,"Edward St. John Learning and Teching Center, ESJ at 4131 Campus Dr",10/10/2017,13:16,Trespassing,Arrest
142,2017-00065283,10/9/2017,11:53,4000 block of Stadium Dr,10/10/2017,13:24,Theft,Active/Pending
144,2017-00065288,10/10/2017,14:00,6800 block of Preinkert Dr,10/10/2017,14:10,Fraud,CBE
146,2017-00065289,8/23/2017,{NO TIME},4100 block of Campus Dr,10/10/2017,14:17,Theft,Arrest
148,2017-00065291,10/10/2017,15:25,4200 block of Valley Dr,10/10/2017,15:25,Injured/Sick Person,CBE
150,2017-00065301,10/10/2017,16:56,7000 block of Preinkert Dr,10/10/2017,16:56,Injured/Sick Person,CBE
152,2017-00065302,10/10/2017,17:02,7500 block of Baltimore Ave,10/10/2017,17:02,Dept Property Damage/Loss,CBE
154,2017-00065347,10/10/2017,19:00,"Clarence M. Mitchell, Jr. Building, Mitchell Building, North Administration at 7999 Regents Dr",10/10/2017,21:09,Warrant/Summons Service,Arrest
156,2017-00065441,10/11/2017,9:45,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",10/11/2017,9:49,Injured/Sick Person,CBE
158,2017-00065446,9/28/2017,8:04,7500 block of Baltimore Ave,10/11/2017,10:44,Pornography/Obscene Material,Warrant Issued
160,2017-00065448,10/10/2017,23:30,Lot D,10/11/2017,10:50,Title IX Incident Non Criminal,CBE
162,2017-00065539,10/11/2017,21:21,St. Mary's Hall at 3949 Campus Dr,10/11/2017,21:21,Other Incident,CBE
164,2017-00065650,10/12/2017,7:00,"A.V. Williams Building, AV Williams at 8223 Paint Branch Dr",10/12/2017,10:30,Emergency Petition,CBE
166,2017-00065657,10/12/2017,11:44,Fieldhouse Dr,10/12/2017,11:44,Injured/Sick Person,CBE
168,2017-00065661,10/12/2017,12:15,8100 block of Paint Branch Dr,10/12/2017,12:31,Theft,Unfounded
170,2017-00065663,10/12/2017,13:28,Health Center at 3983 Campus Dr,10/12/2017,13:28,Emergency Petition,CBE
172,2017-00065674,10/12/2017,16:57,Health Center at 3983 Campus Dr,10/12/2017,16:57,Injured/Sick Person,CBE
174,2017-00065678,10/12/2017,17:13,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",10/12/2017,17:26,Injured/Sick Person,CBE
176,2017-00065680,10/12/2017,17:25,Cattle Barn at 8168 Regents Dr,10/12/2017,17:25,Injured/Sick Person,CBE
178,2017-00065696,10/12/2017,19:20,10000 block of Meadowhill Rd,10/12/2017,19:20,Assist Other Agency,CBE
180,2017-00065733,10/12/2017,23:45,7500 block of Regents Dr,10/12/2017,23:45,Injured/Sick Person,CBE
182,2017-00065753,10/13/2017,0:51,Baltimore Ave,10/13/2017,0:51,DWI/DUI,Arrest
184,2017-00065756,10/12/2017,18:00,Jimenez Hall at 4125 N Library Ln,10/13/2017,1:14,Other Incident,Unfounded
186,2017-00065758,10/12/2017,10:45,4400 block of Knox Rd,10/13/2017,1:40,Title IX Incident Non Criminal,CBE
188,2017-00065804,9/19/2017,9:00,"Journalism Building, Knight Hall at 7765 Alumni Dr",10/13/2017,11:13,Theft,Unfounded
190,2017-00065829,9/30/2017,8:00,"Wye Oak, Wye Oak Building at 4201 Landscape Ln",10/13/2017,13:47,Telephone/EMail Misuse,Active/Pending
192,2017-00065831,10/4/2017,14:00,8000 block of Regents Dr,10/13/2017,14:27,Theft,Active/Pending
194,2017-00065837,10/13/2017,7:12,7900 block of Regents Dr,10/13/2017,16:05,Suspicious Activity (Title IX Related),CBE
196,2017-00065906,10/13/2017,21:15,Cambridge Hall at 4230 Farm Dr,10/13/2017,22:16,Other Incident,CBE
198,2017-00065907,10/13/2017,21:10,4800 block of Berwyn House Rd,10/13/2017,22:23,Injured/Sick Person,CBE
200,2017-00065911,10/13/2017,22:44,Knox Rd,10/13/2017,22:44,Accident - Departmental,CBE
202,2017-00065967,10/14/2017,1:37,Annapolis Hall at 7626 Regents Dr,10/14/2017,1:37,Disorderly Conduct,CBE
204,2017-00065982,10/14/2017,3:45,Calvert Rd,10/14/2017,3:45,Injured/Sick Person,CBE
206,2017-00065994,10/13/2017,21:30,4100 block of Valley Dr,10/14/2017,8:50,Injured/Sick Person,CBE
208,2017-00066000,10/13/2017,22:00,3700 block of Campus Dr,10/14/2017,9:33,Assist Other Agency,CBE
210,2017-00066004,10/14/2017,10:28,7300 block of Hopkins Ave,10/14/2017,10:28,Noise Complaint,CBE
212,2017-00066046,10/14/2017,14:58,"Capital One Field at Maryland Stadium, Maryland Stadium",10/14/2017,14:58,Injured/Sick Person,CBE
214,2017-00066067,10/14/2017,16:30,"Capital One Field at Maryland Stadium, Maryland Stadium",10/14/2017,16:53,Disorderly Conduct,Arrest
216,2017-00066077,10/14/2017,17:46,7300 block of Baltimore Ave,10/14/2017,17:46,Disorderly Conduct,CBE
218,2017-00066079,10/14/2017,17:45,7300 block of Rhode Island Ave,10/14/2017,17:45,Noise Complaint,CBE
220,2017-00066090,10/14/2017,18:21,7 Fraternity Row,10/14/2017,19:31,Damage to State Property,CBE
222,2017-00066096,10/14/2017,20:06,University Blvd,10/14/2017,20:06,Recovered Stolen Motor Vehicle,Arrest
224,2017-00066097,10/14/2017,20:26,7500 block of Rhode Island Ave,10/14/2017,20:26,Assist Other Agency,CBE
226,2017-00066100,10/10/2017,3:15,7200 block of Preinkert Dr,10/14/2017,20:50,Sex Offense (Title IX Related),CBE
228,2017-00066120,10/15/2017,0:36,College Ave,10/15/2017,0:36,Domestic,CBE
230,2017-00066130,10/15/2017,2:19,7500 block of Regents Dr,10/15/2017,2:19,Injured/Sick Person,CBE
232,2017-00066131,10/15/2017,2:30,3800 block of Stadium Dr,10/15/2017,2:30,Injured/Sick Person,CBE
234,2017-00066134,10/15/2017,2:44,4200 block of Valley Dr,10/15/2017,2:44,Injured/Sick Person,CBE
236,2017-00066135,10/15/2017,2:46,4400 block of Knox Rd,10/15/2017,2:46,Injured/Sick Person,CBE
238,2017-00066145,10/15/2017,3:59,4200 block of Valley Dr,10/15/2017,3:59,Injured/Sick Person,CBE
240,2017-00066252,10/14/2017,19:43,7500 block of Baltimore Ave,10/15/2017,15:54,Accident,Active/Pending
242,2017-00066261,10/15/2017,18:40,7500 block of Dartmouth Ave,10/15/2017,18:40,Assist Other Agency,CBE
244,2017-00066264,10/15/2017,19:14,Recreation Artificial Turf Field,10/15/2017,19:14,Injured/Sick Person,CBE
246,2017-00066271,10/15/2017,18:40,7500 block of Dartmouth Ave,10/15/2017,20:06,Dept Property Damage/Loss,CBE
248,2017-00066301,10/15/2017,10:28,6900 block of Preinkert Dr,10/15/2017,22:56,Other Incident,CBE
250,2017-00066303,10/15/2017,23:01,4300 block of Hartwick Rd,10/15/2017,23:01,Emergency Petition,CBE
252,2017-00066426,10/16/2017,12:37,"Chapel, Memorial Chapel at 7744 Regents Dr",10/16/2017,12:37,Injured/Sick Person,CBE
254,2017-00066432,10/16/2017,13:23,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",10/16/2017,13:23,Damage to State Property,Active/Pending
256,2017-00066453,10/11/2017,8:00,7000 block of Preinkert Dr,10/16/2017,16:07,Theft,Active/Pending
258,2017-00066454,10/16/2017,16:03,Denton Area Dining Hall at 3951 Denton Service Ln,10/16/2017,16:14,Theft,Investigation Pending
260,2017-00066465,10/14/2017,13:30,"A James Clark Hall, A. James Clark Hall, A.J. Clark Hall, Clark Hall at 8278 Paint Branch Dr",10/16/2017,19:08,Theft,Suspended
262,2017-00066613,10/13/2017,15:00,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",10/17/2017,7:40,Vandalism,Active/Pending
264,2017-00066669,10/16/2017,22:00,"Eppley Recreation Center, ERC at 4128 Valley Dr",10/17/2017,12:41,Theft,Active/Pending
266,2017-00066694,10/17/2017,14:49,4200 block of Valley Dr,10/17/2017,14:49,Injured/Sick Person,CBE
268,2017-00066702,10/16/2017,9:00,"Avrum Gudelsky Veterinary Center, Vet Med at 8075 Greenmead Dr",10/17/2017,15:47,Theft,Active/Pending
270,2017-00066736,10/9/2017,12:00,3900 block of Campus Dr,10/17/2017,18:49,Harassment/Stalking (Title IX Related),CBE
272,2017-00066739,10/12/2017,11:30,7000 block of Preinkert Dr,10/17/2017,19:02,Theft,Active/Pending
274,2017-00066796,10/17/2017,23:13,Prince George's Hall at 7527 Calvert Service Ln,10/17/2017,23:13,Injured/Sick Person,CBE
276,2017-00066846,10/18/2017,0:30,3900 block of Denton Service Ln,10/18/2017,2:11,Injured/Sick Person,CBE
278,2017-00066929,10/16/2017,16:00,"Journalism Building, Knight Hall at 7765 Alumni Dr",10/18/2017,12:43,Title IX Incident Non Criminal,CBE
280,2017-00067069,10/18/2017,22:25,3900 block of Denton Service Ln,10/18/2017,22:25,CDS Violation,Arrest
282,2017-00067081,10/18/2017,22:35,7000 block of Preinkert Dr,10/18/2017,22:41,CDS Violation,Arrest
284,2017-00067132,10/19/2017,0:12,8200 block of Alumni Dr,10/19/2017,0:12,Suspicious Person/Auto,CBE
286,2017-00067135,10/19/2017,0:15,3900 block of Campus Dr,10/19/2017,0:30,Injured/Sick Person,Unfounded
288,2017-00067273,10/19/2017,9:00,7200 block of Preinkert Dr,10/19/2017,13:53,Theft,Suspended
290,2017-00067292,10/19/2017,15:23,"7-11 Varsity, 7-Eleven Varsity at 8150 Baltimore Ave",10/19/2017,15:32,Assist Other Agency,CBE
292,2017-00067293,10/19/2017,15:37,Lot FF,10/19/2017,15:37,Recovered Stolen Property,CBE
294,2017-00067312,10/19/2017,18:30,Anne Arundel Hall at 3915 Campus Dr,10/19/2017,18:30,Theft,Active/Pending
296,2017-00067353,10/19/2017,22:29,Knox Rd,10/19/2017,22:29,Injured/Sick Person,CBE
298,2017-00067420,10/20/2017,0:20,Howard Hall at 4296 Lehigh Rd,10/20/2017,0:20,Injured/Sick Person,CBE
300,2017-00067435,10/20/2017,0:43,Hiker Biker Trail,10/20/2017,0:43,Other Incident,CBE
302,2017-00067471,10/20/2017,0:10,Hagerstown Hall at 4000 Stadium Dr,10/20/2017,1:49,Injured/Sick Person,CBE
304,2017-00067483,10/20/2017,2:33,7400 block of Baltimore Ave,10/20/2017,2:33,Injured/Sick Person,CBE
306,2017-00067568,10/20/2017,14:55,8200 block of Alumni Dr,10/20/2017,14:55,Other Incident,CBE
308,2017-00067569,10/15/2017,3:00,4100 block of Valley Dr,10/20/2017,14:51,Arson,Arrest
310,2017-00067575,10/19/2017,9:00,Championship Ln,10/20/2017,16:05,Theft from Auto,Suspended
312,2017-00067577,10/18/2017,10:30,"Kehoe Track, Kehoe Track at Ludwig Field, Ludwig Field at 7898 Championship Ln",10/20/2017,16:46,Burglary,Suspended
314,2017-00067584,10/20/2017,17:25,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",10/20/2017,17:25,Injured/Sick Person,CBE
316,2017-00067640,10/20/2017,22:47,"PG3, SDG, Stadium Drive Parking Garage at 4025 Stadium Dr",10/20/2017,22:47,CDS Violation,CBE
318,2017-00067671,10/21/2017,0:15,Sterling Pl,10/21/2017,0:28,Injured/Sick Person,CBE
320,2017-00067673,10/21/2017,0:15,3900 block of Denton Service Ln,10/21/2017,0:30,Injured/Sick Person,CBE
322,2017-00067676,10/21/2017,0:43,4500 block of Knox Rd,10/21/2017,0:43,Injured/Sick Person,CBE
324,2017-00067682,10/21/2017,1:08,"La Plata Hall, LaPlata hall at 4121 Farm Dr",10/21/2017,1:08,Injured/Sick Person,CBE
326,2017-00067688,10/21/2017,1:20,Annapolis Hall at 7626 Regents Dr,10/21/2017,1:20,Injured/Sick Person,CBE
328,2017-00067703,10/21/2017,2:04,4300 block of Rowalt Dr,10/21/2017,2:41,Disorderly Conduct,CBE
330,2017-00067705,10/21/2017,3:00,Cambridge Community Center at 4232 Farm Dr,10/21/2017,3:00,Burglary,Arrest
332,2017-00067706,10/21/2017,3:30,Hagerstown Hall at 4000 Stadium Dr,10/21/2017,3:59,CDS Violation,CBE
334,2017-00067754,10/21/2017,14:17,7600 block of Library Ln,10/21/2017,14:17,Trespassing,Arrest
336,2017-00067762,10/19/2017,{NO TIME},"Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",10/21/2017,16:10,Fraud,Active/Pending
338,2017-00067770,10/21/2017,18:26,7000 block of Preinkert Dr,10/21/2017,18:26,Injured/Sick Person,CBE
340,2017-00067773,10/21/2017,18:58,7000 block of Preinkert Dr,10/21/2017,18:58,Emergency Petition,CBE
342,2017-00067789,10/21/2017,21:40,4000 block of Stadium Dr,10/21/2017,21:40,CDS Violation,Arrest
344,2017-00067807,10/22/2017,0:24,7400 block of Preinkert Dr,10/22/2017,0:24,Alcohol Violation,CBE
346,2017-00067809,10/22/2017,0:54,"College Park Shopping Center, CVS at 7300 Baltimore Ave",10/22/2017,0:54,DWI/DUI,Arrest
348,2017-00067820,10/22/2017,2:40,4200 block of Valley Dr,10/22/2017,2:40,Injured/Sick Person,CBE
350,2017-00067821,10/22/2017,2:47,Baltimore Ave,10/22/2017,2:47,DWI/DUI,Arrest
352,2017-00067824,10/22/2017,3:21,3800 block of Stadium Dr,10/22/2017,3:21,Injured/Sick Person,CBE
354,2017-00067825,10/22/2017,3:42,3800 block of Stadium Dr,10/22/2017,3:42,Injured/Sick Person,CBE
356,2017-00067900,10/22/2017,13:08,Lot 2g,10/22/2017,13:08,Suspicious Activity,CBE
358,2017-00067902,10/22/2017,13:24,Field Hockey & Lacrosse Complex at 8483 Paint Branch Dr,10/22/2017,13:24,Injured/Sick Person,CBE
360,2017-00067903,10/18/2017,17:30,7500 block of Mowatt Ln,10/22/2017,13:38,Theft,Arrest
362,2017-00067911,10/22/2017,15:39,"Clarence M. Mitchell, Jr. Building, Mitchell Building, North Administration at 7999 Regents Dr",10/22/2017,15:39,Injured/Sick Person,CBE
364,2017-00067919,10/22/2017,17:05,8700 block of Baltimore Ave,10/22/2017,17:05,Assist Other Agency,CBE
366,2017-00067959,10/22/2017,1:00,Bel Air Hall at 4213 Valley Dr,10/22/2017,22:13,Vandalism,Active/Pending
368,2017-00067960,10/22/2017,22:09,3800 block of Stadium Dr,10/22/2017,22:09,Emergency Petition,CBE
370,2017-00067962,10/22/2017,0:50,4300 block of Knox Rd,10/22/2017,22:25,Assault,CBE
372,2017-00067966,10/22/2017,22:30,Ellicott Area Dining Hall at 4028 Stadium Dr,10/23/2017,0:06,Vandalism,Arrest
374,2017-00067969,10/23/2017,1:00,4100 block of Valley Dr,10/23/2017,1:00,Emergency Petition,CBE
376,2017-00067972,10/23/2017,1:50,4000 block of Stadium Dr,10/23/2017,1:50,Injured/Sick Person,CBE
378,2017-00068013,10/15/2017,23:30,8600 block of Boteler Ln,10/23/2017,9:57,Theft,Suspended
380,2017-00068030,10/22/2017,19:00,8200 block of Boteler Ln,10/23/2017,11:26,Theft,Active/Pending
382,2017-00068037,10/23/2017,12:30,Jimenez Hall at 4125 N Library Ln,10/23/2017,13:00,Injured/Sick Person,CBE
384,2017-00068191,10/20/2017,15:00,4200 block of Campus Dr,10/24/2017,7:50,Theft,Unfounded
386,2017-00068194,10/24/2017,7:48,7500 block of Baltimore Ave,10/24/2017,8:00,Found/Recovered Property,CBE
388,2017-00068217,10/23/2017,22:00,4300 block of Knox Rd,10/24/2017,11:48,Theft,Suspended
390,2017-00068218,10/23/2017,12:00,Lot 1d,10/24/2017,12:00,Theft from Auto,Active/Pending
392,2017-00068240,10/23/2017,11:00,"Kehoe Track, Kehoe Track at Ludwig Field, Ludwig Field at 7898 Championship Ln",10/24/2017,16:20,Theft,Suspended
394,2017-00068470,10/18/2017,11:00,"Chemistry, Chemistry Building at 8051 Regents Dr",10/25/2017,10:22,Theft,Suspended
396,2017-00068488,10/24/2017,9:00,Jimenez Hall at 4125 N Library Ln,10/25/2017,12:01,Vandalism (Title IX Related),Active/Pending
398,2017-00068498,4/1/2017,8:00,Marie Mount Hall at 7814 Regents Dr,10/25/2017,13:13,Theft,Unfounded
400,2017-00068500,10/24/2017,21:45,7700 block of Alumni Dr,10/25/2017,13:32,Theft,Suspended
402,2017-00068523,10/25/2017,16:04,Health Center at 3983 Campus Dr,10/25/2017,16:04,Emergency Petition,CBE
404,2017-00068784,10/24/2017,9:00,Ellicott Area Dining Hall at 4028 Stadium Dr,10/26/2017,15:34,Vandalism (Title IX Related),Active/Pending
406,2017-00068794,10/26/2017,13:45,3900 block of Campus Dr,10/26/2017,17:51,Theft,Active/Pending
408,2017-00068833,10/26/2017,20:56,Calvert Rd,10/26/2017,21:16,Assist Other Agency,CBE
410,2017-00068855,10/26/2017,23:00,7300 block of Dickinson Ave,10/26/2017,23:29,Noise Complaint,CBE
412,2017-00068864,10/27/2017,0:05,4400 block of Knox Rd,10/26/2017,23:57,Disorderly Conduct,Arrest
414,2017-00068870,10/27/2017,0:21,Calvert Rd,10/27/2017,0:21,DWI/DUI,Arrest
416,2017-00068874,10/27/2017,0:10,7300 block of Dickinson Ave,10/27/2017,0:25,Theft,Suspended
